음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,id
릴로,제주특별자치도 제주시 구좌읍 하도13길 63,0507-1337-4945,혼밥,"예약, 여유로운, 아침식사, 점심식사, 예약가능, 주차",https://www.diningcode.com/profile.php?rid=rmdGxZYlmecL,"{'lat': '33.5108584972183', 'lng': '126.892907684722'}",33.5108585,126.8929077,9:00,17:00,9:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/85847461-5db9-48c0-9ce9-15d9a0e5df75.jpg,True,False,False,False,False,False,True,False,False,"#구좌읍 #종달리 #브런치카페
#감자수프 #연어파테 #타르틴 #브런치 #샌드위치 #치킨수프 #커피",67.0,181
마녀의언덕,제주특별자치도 서귀포시 예래해안로 205,0507-1496-8829,"혼카페, 간식","경관/야경이좋은, 오션뷰, 아침식사, 바다가보이는, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=gDl17I5DdEbF,"{'lat': '33.2340284062731', 'lng': '126.38446150444'}",33.23402841,126.3844615,9:00,18:00,9:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/467a2242-da02-4828-861c-f4c8b616e4f4.jpg,True,False,True,False,False,False,False,True,True,"#서귀포 #예래 #쑥라떼
#오렌지선셋 #한라봉에이드 #한라봉감귤주스 #브런치",77.4,182
마틸다카페,제주특별자치도 제주시 애월읍 고내1길 33,064-799-3629,"혼술, 데이트","이국적/이색적, 분위기좋은, 바자리, 무료주차",https://www.diningcode.com/profile.php?rid=9eLGK6RAUsy6,"{'lat': '33.4656972471332', 'lng': '126.334277136391'}",33.46569725,126.3342771,18:00,01:00,18:00,01:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/07/f30664a0-6f7f-4fb7-99dc-4b177ae0d26b.jpg,True,False,False,False,False,False,True,False,False,"#칵테일 #맥주 #커피
#음식 #진토닉칵테일 #와인 #아메리카노 #에이드 #술 #깔루아밀크 #블랙러시안 #모히또 #위스키 #앱솔루트보드카 #카페라떼 #딸기라떼 #라떼 #레몬에이드 #자몽에이드 #체리에이드 #과일 #한치구이 #쥐포구이",84.3,183
벙커하우스,제주특별자치도 서귀포시 막숙포로 83,0507-1358-0803,"데이트, 차모임","경관/야경이좋은, 오션뷰, 야외테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=N71LWqUdqODw,"{'lat': '33.2342617874423', 'lng': '126.513244646932'}",33.23426179,126.5132446,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e834f507-8867-43f1-8c36-8b3c52e1119f.jpg,True,False,False,False,False,False,False,True,True,"#망고음료 #생망고와플 #코코넛빙수
#망고홀릭디저트 #음식 #망고 #망고빙수 #망고스무디 #망고에이드 #망고주스 #망고요거트 #팥빙수 #눈꽃빙수 #쉐이크 #아메리카노 #카페라떼 #카푸치노 #카페모카 #카라멜라떼 #요거트스무디 #딸기요거트스무디 #망고요거트스무디 #에이드 #자몽에이드 #레몬에이드 #차 #자몽차 #레몬차 #유자차 #모과차 #와플 #허니브레드",101.3,184
머문,제주특별자치도 제주시 구좌읍 해맞이해안로 460,070-7585-3519,"데이트, 간식","경관/야경이좋은, 오션뷰, 테라스, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=pn75g3oXXzRC,"{'lat': '33.5555727909314', 'lng': '126.79576990844'}",33.55557279,126.7957699,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201903/13/bf814993-c5e9-493a-b256-7aee83dea4eb.jpg,True,False,False,False,False,False,False,True,True,"#카페 #커피 #디저트
#음식 #치즈케이크 #쿠키 #아메리카노 #에이드 #주스 #케이크 #모히또 #쉐이크 #연유라떼 #카페라떼 #카푸치노 #바닐라라떼 #카라멜라떼 #카페모카 #에스프레소 #아포가토 #라떼 #콜드브루 #콜드브루라떼 #초코라떼 #녹차라떼 #밀크티 #고구마라떼 #차 #얼그레이 #카모마일 #페퍼민트 #잉글리쉬브렉퍼스트 #유자차 #생강차 #청귤차 #꽃차 #플레인요거트 #요거트스무디 #딸기요거트스무디 #망고요거트스무디 #빵 #마늘바게트 #바게트 #크로아상 #무장애관광",72.3,185
먹쿠슬낭,제주특별자치도 제주시 오라로 24,0507-1371-0360,데이트,"깔끔한, 예쁜, 연중무휴, 테라스, 정원, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=vrZC8y1JOBVr,"{'lat': '33.4980463795927', 'lng': '126.506998663806'}",33.49804638,126.5069987,09:00,19:00,09:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e818e0d6-889f-4480-8053-cf349cbd2beb.jpg,True,False,False,True,False,False,False,False,True,"#카페 #애플망고빙수 #애플망고음료
#음식 #애플망고스무디 #파스타 #과일주스 #주스 #샌드위치 #해산물토마토파스타 #바질페스토파스타 #크림파스타 #알리오올리오파스타 #딱새우 #덮밥 #불고기덮밥 #필라프 #새우필라프 #호박수프 #바게트 #토스트 #요거트 #아이스크림 #녹차아이스크림 #에스프레소 #아메리카노 #카페라떼 #카라멜마끼아또 #바닐라라떼 #차 #레몬차 #유자차 #라떼 #망고라떼 #그린티라떼 #딸기라떼 #흑당버블티 #초코라떼 #에이드 #망고에이드 #유자에이드 #레몬에이드 #망고주스 #요거트스무디 #스무디 #딸기스무디 #초코스무디 #녹차스무디",69.0,186
모노클제주,제주특별자치도 서귀포시 남원읍 태위로360번길 30-8,0507-1314-0360,"차모임, 혼카페","고급스러운, 예쁜, 테이크아웃, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=3Uf7Un8Bawsa,"{'lat': '33.2729000690125', 'lng': '126.684538804445'}",33.27290007,126.6845388,10:00,17:00,10:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/201812/27/8ab71629-25cf-4407-88d3-5a265ff9b7a4.JPG,True,False,False,False,False,False,True,False,True,"#카페 #커피 #음료
#베이커리 #음식 #디저트 #아메리카노 #바닐라라떼 #카페라떼 #카페모카 #아인슈페너 #라떼 #플랫화이트 #스파클링 #콜드브루 #아이스티 #에이드 #차 #밀크티 #생과일주스 #녹차 #홍차 #꽃차",71.1,187
모뉴에트,제주특별자치도 제주시 구좌읍 종달동길 23,010-5746-5316,"간식, 데이트","예쁜, 조용한, 점심식사, 정원, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=h2O9lbmQKzYZ,"{'lat': '33.4914649184383', 'lng': '126.902183625354'}",33.49146492,126.9021836,11:00,19:00,11:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/f1746616-e64e-4382-9d10-c77d2473a7fb.jpg,True,False,True,False,False,True,False,False,True,"#종달리 #까눌레 #에이드
#음식 #카페 #아메리카노 #라떼 #카페라떼 #말차 #츄러스 #얼그레이 #인절미",95.3,188
모슬포제빵소,제주특별자치도 서귀포시 대정읍 최남단해안로 33,064-794-9977,간식,주차,https://www.diningcode.com/profile.php?rid=eE0KIPL0pvqa,"{'lat': '33.217477911957', 'lng': '126.252476625284'}",33.21747791,126.2524766,8:00,21:00,8:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/2e19e38d-29c6-42ce-9b81-0d4c6568d9ed.jpg,True,False,False,False,False,False,False,False,False,"#서귀포 #모슬포 #베이커리
#마늘바게트 #감자빵 #깜파뉴 #치아바타 #베이글",53.0,189
모앙,제주시 인다5길 12-4,010-6743-0064,기념일,"예쁜, 크리스마스, 반려동물동반, 아기의자, 주차",https://www.diningcode.com/profile.php?rid=luBFoBZYhvnO,"{'lat': '33.4759339542488', 'lng': '126.547331361177'}",33.47593395,126.5473314,11:00,19:00,11:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/e8827808-89ff-488f-b72b-6e5e21c20491.jpg,True,False,True,False,False,False,False,False,False,"#카페 #디저트 #케익
#베이커리 #음식 #빵 #녹차파운드 #초코파운드 #아메리카노 #카페라떼 #커피 #바닐라라떼 #헤이즐넛라떼 #크림라떼 #아인슈페너 #아포가토 #라떼 #에이드 #레몬에이드 #자몽에이드 #차 #자몽차 #레몬차 #말차라떼 #홍차 #허브티 #얼그레이 #잉글리쉬브렉퍼스트 #카모마일 #밀크티 #바닐라아이스크림",67.0,190
몬스터살롱,제주특별자치도 제주시 애월읍 일주서로 6017,0507-1414-5310,"데이트, 간식","캐주얼한, 예약, 아침식사, 점심식사, 저녁식사, 테이크아웃, 셀프바, 무료주차",https://www.diningcode.com/profile.php?rid=FWcn3Tbh0uBW,"{'lat': '33.4482608776075', 'lng': '126.30722786802'}",33.44826088,126.3072279,10:00,19:00,10:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b907178d-43de-4a30-8b7e-e94412b941ff.jpg,True,False,False,False,False,False,True,False,False,"#봉자주스 #흑돼지버거 #한우버거
#음식 #츄러스 #햄버거 #치즈버거 #감자튀김 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #카페모카 #카라멜마끼아또 #초코라떼 #그린티라떼 #주스 #자몽주스 #오렌지주스 #에이드 #레몬에이드 #유자에이드 #자몽에이드 #오렌지에이드 #아이스티 #복숭아아이스티 #레몬아이스티 #쉐이크 #라떼 #차 #유자차 #레몬차 #모과차 #맥주",92.8,191
몽그레,제주특별자치도 제주시 구좌읍 해맞이해안로 400,010-6368-7676,"간식, 혼카페","예쁜, 캐주얼한, 테이크아웃, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=kS0uek6xQNQF,"{'lat': '33.5595710331996', 'lng': '126.792698762503'}",33.55957103,126.7926988,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/25c6789c-d505-4261-8a14-f1f70cacdfaf.jpg,True,False,False,False,False,False,True,False,False,"#구좌읍 #월정리 #디저트
#찰보리과자 #말차 #우도땅콩 #그릭요거트",68.5,192
무로이,제주특별자치도 서귀포시 안덕면 동광본동로 21,0507-1412-0008,"데이트, 차모임","경관/야경이좋은, 예쁜, 테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=MHbLSl2fDaiN,"{'lat': '33.3077352309885', 'lng': '126.336566264093'}",33.30773523,126.3365663,10:00,19:00,10:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/5d91cec2-1861-4b8f-829b-c1dc9046d52b.jpg,True,False,False,False,False,False,False,False,True,"#서귀포 #안덕면 #동광리
#티라미수 #솔티카라멜라떼 #아이스크림 #휘낭시에",89.2,193
미깡창고감귤밭,제주특별자치도 제주시 애월읍 중산간서로 6710-1,0507-1408-1506,"혼카페, 데이트","경관/야경이좋은, 예쁜, 테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=KuYgTrtcO67G,"{'lat': '33.460279932817', 'lng': '126.445126837779'}",33.46027993,126.4451268,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/7739a5fd-4e7f-443e-b2a9-ba99d5aa5730.jpg,True,False,False,False,False,False,False,False,True,"#애월읍 #망고패션에이드 #크로플
#자두에이드 #밀크티 #과일차",78.0,194
미쁜제과,제주특별자치도 서귀포시 대정읍 도원남로 16,070-8822-9212,"간식, 아이와함께","경관/야경이좋은, 예쁜, 아침식사, 점심식사, 정원, 넓은마당, 무료주차",https://www.diningcode.com/profile.php?rid=36NKU7lLTAYF,"{'lat': '33.2691348926081', 'lng': '126.18013124974'}",33.26913489,126.1801312,9:00,20:00,9:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/6f3abf28-6637-4899-9420-2c7161b05f4d.jpg,True,False,False,False,False,False,False,False,True,"#서귀포 #대정 #카페
#소금빵 #쿠키 #크림커피 #케이크",90.7,195
미스터크랩,제주특별자치도 서귀포시 남원읍 남태해안로 533,0507-1471-5025,데이트,"오션뷰, 바다뷰, 점심식사, 저녁식사, 정원, 바다가보이는, 주차, 배달",https://www.diningcode.com/profile.php?rid=jymqA5765NlJ,"{'lat': '33.2887217331705', 'lng': '126.751250288559'}",33.28872173,126.7512503,11:30,21:00,11:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/ca155b05-098f-4763-a6b3-25912d905214.jpg,True,False,False,False,False,False,False,True,True,"#서귀포 #남원 #카페
#스무디 #커피 #생강차",52.0,196
제주인양,제주특별자치도 제주시 동광로5길 26,0507-1328-3818,"식사모임, 회식","고급스러운, 예약, 저녁식사, 예약필수, 바테이블, 주차",https://www.diningcode.com/profile.php?rid=ki4hhkd6cpsv,"{'lat': '33.5038089915378', 'lng': '126.530798168753'}",33.50380899,126.5307982,12:00,19:00,12:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202407/10/b66eec23-f20f-4e06-aa47-25ce9b367d6a.jfif,True,False,False,False,False,False,True,False,False,"#제주가볼만한곳 #제주여행 #제주
#제주카페 #제주꽃 #제주감성카페 #제주포토존 #목향장미 #제주핫플",69.0,197
미쿠니,제주특별자치도 제주시 서흘길 41,0507-1305-4478,"데이트, 혼카페","예쁜, 조용한, 바다가보이는, 주차, 배달",https://www.diningcode.com/profile.php?rid=J5GLx5dkq2vQ,"{'lat': '33.529082821411', 'lng': '126.589628986968'}",33.52908282,126.589629,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/ffabf226-351e-4c1d-b10f-1ad728c0eb60.jpg,True,False,False,False,False,True,False,True,False,"#커피 #밀크티 #디저트
#제주카페 #음식 #식당 #카페 #아메리카노 #카페라떼 #플랫화이트 #핸드드립커피 #카푸치노 #에스프레소 #큐브라떼 #라떼 #바닐라라떼 #돌체라뗴 #아인슈페너 #얼그레이 #로얄밀크티 #자몽티 #블랙티 #루이보스 #핫초코 #아이스초코 #자몽에이드 #레몬티 #레몬에이드 #차 #에이드 #카모마일 #티라미수 #마들렌 #쿠키 #케이크",70.6,198
바다바라카페&베이커리,제주특별자치도 서귀포시 중문관광로72번길 29-51,0507-1438-0221,"데이트, 차모임","경관/야경이좋은, 오션뷰, 점심식사, 저녁식사, 야외테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=MfVjOtJIRazd,"{'lat': '33.2458960844133', 'lng': '126.412976265172'}",33.24589608,126.4129763,09:00,20:00,09:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/b7ec18ab-3c32-405a-8722-ed6b63580585.jpg,True,False,False,False,False,False,False,True,True,"#서귀포 #중문 #카페
#한라봉 #아이스크림 #에이드 #몽블랑 #커피 #콜드브루",78.4,199
바람과바다,제주특별자치도 제주시 조천읍 조함해안로 174,010-6592-5949,데이트,"깔끔한, 오션뷰, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=6ajCdLNiho6Q,"{'lat': '33.5507842702307', 'lng': '126.641896276995'}",33.55078427,126.6418963,10:00,18:30,10:00,18:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/2a888a10-724d-4cde-8c3e-0fc9ac272991.jpg,True,False,False,True,False,False,False,True,False,"#조천 #아인슈페너 #수제차
#에이드 #생딸기우유 #샌드위치 #크로플 #와플",64.3,200
바램,제주특별자치도 서귀포시 안덕면 신화역사로 611,010-2098-6627,"데이트, 간식","경관/야경이좋은, 아기랑, 정원, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=dm47BoHVfMYs,"{'lat': '33.3111531169544', 'lng': '126.352577532582'}",33.31115312,126.3525775,10:00,17:00,10:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/c7a0e369-fae7-45d1-b313-7656c2e4ad67.jpg,True,False,True,False,False,False,False,False,True,"#목장 #양 #양먹이
#한라봉에이드 #음식 #카페 #아메리카노 #녹차 #카페라떼 #바닐라라떼 #카페모카 #카푸치노 #아포가토 #아이스크림 #쿠키 #캐모마일 #페퍼민트 #자몽차 #레몬차 #초코라떼 #고구마라떼 #밀크티 #아이스티 #말차라떼 #오렌지루이보스 #청귤차 #밀크쉐이크 #스무디 #블루베리스무디 #딸기스무디 #에이드 #레몬에이드 #자몽에이드",63.5,201
바움하우스,제주특별자치도 제주시 서해안로 448,0507-1384-8857,혼카페,"예쁜, 오션뷰, 바다가보이는, 반려동물동반, 주차",https://www.diningcode.com/profile.php?rid=tSm5YrvMVqSA,"{'lat': '33.5176907632501', 'lng': '126.487494124362'}",33.51769076,126.4874941,9:30,21:00,9:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202208/31/60af0337-ba5a-4122-bcca-04a1f3d5986b.jpg,True,False,True,False,False,False,False,True,False,"#음식 #안전여행스탬프 #카페
#베이커리 #블루베리타르트 #소보루빵 #빵 #케이크 #아메리카노 #에스프레소 #카페라떼 #카푸치노 #카페모카 #카라멜마끼아또 #바닐라라떼 #초코라떼 #녹차라떼 #자몽에이드 #레몬에이드 #복숭아아이스티 #아이스티 #에이드 #요거트 #플레인요거트 #자몽차 #레몬차 #유자차 #생강차 #카모마일 #레몬생강차 #수정과",56.8,202
제주삼춘네우도점,제주특별자치도 제주시 우도면 우도해안길 1112,,혼밥,"아담한, 뷰맛집, 야외테라스",https://www.diningcode.com/profile.php?rid=j152We1un5Ch,"{'lat': '33.497724871053', 'lng': '126.969008762601'}",33.49772487,126.9690088,08:30,00:00,08:30,00:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3f0af41f-5531-48bb-a6d4-799f2a300f89.jpg,False,False,False,False,False,False,False,False,True,"#카페 #아이스크림 #땅콩
#커피 #음식 #우도 #빵 #아메리카노 #바닐라아이스크림 #초코아이스크림 #와플 #젤라또",55.7,203
바이러닉에스프레소바,제주특별자치도 제주시 테우해안로 96,0507-1377-5975,"차모임, 데이트","고급스러운, 오션뷰, 테라스, 야외자리, 무료주차",https://www.diningcode.com/profile.php?rid=jW08WcJvxT1m,"{'lat': '33.4976758669241', 'lng': '126.444568237473'}",33.49767587,126.4445682,09:00,21:00,09:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/66ab1add-d03d-48ec-bfc2-350115e5e072.jpg,True,False,False,False,False,False,True,True,True,"#제주시내 #이호테우 #카페
#커피 #오션뷰 #푸딩",68.5,204
백수당,제주특별자치도 제주시 구좌읍 월정1길 63,0507-1371-9389,차모임,"예쁜, 여유로운, 넓은마당, 반려동물동반",https://www.diningcode.com/profile.php?rid=HjdCtMTR45dn,"{'lat': '33.5565236446807', 'lng': '126.79350679733'}",33.55652364,126.7935068,13:00,18:00,13:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/2f978641-0d40-4be1-982a-863a5c8a5ac7.jpg,False,False,True,False,False,False,True,False,False,"#아메리카노 #카페라떼 #크림라떼
#청포도에이드 #모히또 #그린티 #프라페 #음식 #카페",71.0,205
버거307협재점,제주특별자치도 제주시 한림읍 한림로 330,0507-1433-1703,혼밥,"매콤, 불맛, 점심식사, 유아의자, 주차, 배달",https://www.diningcode.com/profile.php?rid=MYZPuk22aKbz,"{'lat': '33.3929557978046', 'lng': '126.240240599589'}",33.3929558,126.2402406,10:00,21:30,10:00,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/202203/07/0916a519-5756-4c42-a334-c297116d3209.jpg,True,False,False,False,False,False,False,False,False,"#협재 #수제버거 #새우버거
#음식 #식당 #불고기버거 #소고기 #흑돼지 #햄버거 #감자튀김 #새우튀김 #닭날개 #치킨텐더 #주스 #아메리카노 #아이스티 #복숭아아이스티 #에이드 #자몽에이드 #청포도에이드 #스무디 #딸기스무디 #차 #레몬차 #생강차 #블랑(1664)",58.0,206
더파크뷰,제주특별자치도 서귀포시 중문관광로72번길 29-9 신우성타운 내 라동,064-735-5334,"아이동반, 가족외식","고급스러운, 예약, 아침식사, 점심식사, 저녁식사, 유아의자, 무료주차, 발렛파킹",https://www.diningcode.com/profile.php?rid=oODZq2XhqVWX,"{'lat': '33.249698457597', 'lng': '126.411556504447'}",33.24969846,126.4115565,08:00,20:30,08:00,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/202012/17/e54a2314-9b21-42af-9d30-38b340bfe25b.jpg,True,False,False,False,False,False,True,False,False,"#부모 #커플 #혼자
#아이 #친구 #휴식/치유 #카페 #음식 #베이글 #아메리카노 #아보카도샐러드 #차 #에이드 #식당",94.5,207
베이글림림,제주특별자치도 제주시 구좌읍 월정1길 27,0507-1477-1398,"차모임, 간식","예쁜, 캐주얼한, 아침식사, 점심식사, 테이크아웃",https://www.diningcode.com/profile.php?rid=PNOioPoFloLH,"{'lat': '33.554368981307', 'lng': '126.790641294489'}",33.55436898,126.7906413,9:30,17:30,9:30,17:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/6b529467-9fe9-4269-ad75-d0d04f04eb1b.jpg,False,False,False,False,False,False,True,False,False,"#구좌읍 #월정리 #대파베이글
#베이글 #베이글샌드위치 #바질썬드라이토마토크림치즈 #청양베이컨크림치즈 #크림치즈 #당근스프 #댕유자에이드",68.2,208
벨라베이커리,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,0507-1480-1132,간식,"예쁜, 연중무휴, 반려동물동반, 야외좌석(테라스), 주차, 배달",https://www.diningcode.com/profile.php?rid=z2O4AKdzt8aD,"{'lat': '33.3013855011924', 'lng': '126.317525210778'}",33.3013855,126.3175252,07:00,22:00,07:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/b86f4cac-bb71-4e10-a984-1a401a2d7800.jpg,True,False,True,False,False,False,False,False,True,"#제주신화월드 #베이커리 #디저트
#빵 #빵지순례 #음식 #카페 #케이크 #잼 #딸기잼 #에스프레소 #아메리카노 #카페라떼 #플랫화이트 #카푸치노 #카페모카 #라떼 #바닐라라떼 #카라멜마끼아또 #녹차라떼 #레몬티 #초코라떼 #에이드 #레몬에이드 #차 #샐러드 #에그타르트",70.5,209
볕이드는곳벧디,제주특별자치도 제주시 은수길 65,0507-877-3634,"차모임, 데이트","캐주얼한, 분위기좋은, 점심식사, 저녁식사, 테라스, 정원, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=VaUL2hUSV7pp,"{'lat': '33.4716110212798', 'lng': '126.487741772457'}",33.47161102,126.4877418,10:00,22:00,10:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/239381b5-e734-4967-a830-60444d1f4e5c.jpg,True,False,False,False,False,False,True,False,True,"#통파인애플쥬스 #수목원야시장 #한라수목원
#음식 #식당 #에스프레소 #아메리카노 #카푸치노 #카페라떼 #바닐라라떼 #카라멜라떼 #카라멜마끼아또 #카페모카 #크림라떼 #아포가토 #라떼 #얼그레이밀크티 #말차 #차 #스무디 #딸기스무디 #바나나스무디 #수제요거트 #아이스크림 #캐모마일 #페퍼민트 #얼그레이 #유자차 #레몬차 #자몽차 #모히또 #라임모히또 #에이드 #빵 #케이크 #머핀 #브라우니 #에그타르트 #피칸파이 #크로아상 #마늘빵 #무장애관광",77.5,210
보래드베이커스,제주특별자치도 서귀포시 보목로64번길 178,0507-1314-1450,"데이트, 간식","경관/야경이좋은, 오션뷰, 아침식사, 점심식사, 저녁식사, 테라스, 야외테라스, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=rMNGuNahc2Fg,"{'lat': '33.2444159941835', 'lng': '126.590540213465'}",33.24441599,126.5905402,8:00,21:00,8:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/05/f9ac437a-884a-4ceb-ac9a-8e4ff2ac0ba7.jpg,True,False,False,False,False,False,False,True,True,"#베이커리 #카페 #빵
#커피 #디저트 #음료 #서귀포 #제주카페 #음식 #무장애관광",82.4,211
보룡제과,제주특별자치도 서귀포시 성산읍 고성오조로 48-1,064-782-5472,간식,"서민적인, 저렴, 아침식사, 점심식사, 저녁식사",https://www.diningcode.com/profile.php?rid=pQtOb5BNS0Rn,"{'lat': '33.4480043759846', 'lng': '126.915223237733'}",33.44800438,126.9152232,8:00,22:00,8:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/ae89edd6-7824-44e2-9d44-e05ba23bd3f5.jpg,False,True,False,False,False,False,False,False,False,"#마늘바게트 #인절미빵 #빵지순례
#음식 #카페 #빵 #베이커리 #바게트 #호두파이 #머핀 #모카빵",88.8,212
본카페,제주특별자치도 제주시 애월읍 애월해안로 179,010-4123-8004,"혼카페, 차모임","경관/야경이좋은, 오션뷰, 점심식사, 테라스, 바다가보이는, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=BcECE3L7RMAr,"{'lat': '33.4677832169339', 'lng': '126.332076364484'}",33.46778322,126.3320764,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/15/0a767ff9-ed07-49df-80ce-8a3ba039efa4.jpg,True,False,False,False,False,False,False,True,True,"#오션뷰 #우도땅콩라떼 #청귤에이드
#더블망고스무디 #다쿠아즈 #스콘조각케이크 #음식 #카페",61.6,213
볼스카페,제주특별자치도 서귀포시 일주서로 626,070-7779-1981,"데이트, 혼카페","조용한, 예쁜, 테라스, 테이크아웃, 무료주차",https://www.diningcode.com/profile.php?rid=n5UZ89JVzyc9,"{'lat': '33.2534011805032', 'lng': '126.44248234513'}",33.25340118,126.4424823,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201810/22/1f4e284f-3204-491a-ba59-36e593f08c3e.jpg,True,False,False,False,False,True,False,False,True,"#카페 #빵 #디저트
#음식 #아메리카노 #에그타르트 #카페라떼 #바닐라라떼 #에스프레소 #플랫화이트 #아인슈페너 #콜드브루 #라떼 #차 #얼그레이 #루이보스 #그린티라떼 #밀크티라떼 #에이드 #패션후르츠에이드 #자몽에이드 #레몬에이드 #스무디 #녹차라떼 #얼그레이밀크티 #홍차라떼 #생과일주스 #도넛 #브라우니 #케이크 #치즈케이크 #크로아상",81.8,214
오전열한시,제주특별자치도 서귀포시 상예로 248,0507-1307-5576,"배틀트립, 데이트, 아이와함께","깔끔한, 시원, 아침식사, 점심식사, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=6u5PycuOqf7o,"{'lat': '33.2667464756227', 'lng': '126.394264587454'}",33.26674648,126.3942646,10:00,17:00,10:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/02/b663cdff-f9bb-4e81-b610-43ef91d14cdc.jpg,True,False,False,True,False,False,False,False,True,"#서귀포 #예래 #카페
#플랜트카페 #쿠키 #꽃 #에이드 #커피",86.2,215
봉주르마담,제주특별자치도 서귀포시 대청로 33,0507-1440-2900,간식,"예쁜, 깔끔한, 아침식사, 점심식사, 저녁식사, 테이크아웃",https://www.diningcode.com/profile.php?rid=XbtCnw7hnrWP,"{'lat': '33.2527687067577', 'lng': '126.503325155946'}",33.25276871,126.5033252,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2fed0927-3996-455e-ba45-85a93c623053.jpg,False,False,False,True,False,False,False,False,False,"#빵집 #베이커리 #쨈
#크로와상 #음식 #빵 #아메리카노 #프레즐 #크로아상 #케이크 #우유식빵 #에그타르트 #잼 #딸기잼 #수제마카롱 #쿠키",83.3,216
